time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-09T03:20:23.620Z,19.4236667,-155.6256667,0.31,1.95,ml,28,82,0.02089,0.12,hv,hv71222941,2019-11-13T19:14:45.020Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.61,0.144,21,reviewed,hv,hv
2019-11-06T19:45:56.030Z,19.5041676,-155.6603394,2.92,1.71,ml,15,111,0.0399,0.27,hv,hv71219026,2019-11-06T21:11:53.658Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.55,0.94,3.81,3,automatic,hv,hv
2019-10-29T02:19:38.590Z,19.5151667,-155.6631667,3.3,2.2,ml,30,70,0.03155,0.13,hv,hv71202476,2019-10-30T04:49:40.720Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.35,0.58,0.151,7,reviewed,hv,hv
2019-10-26T17:03:42.270Z,19.5135,-155.6643333,3.65,1.89,ml,30,77,0.03354,0.11,hv,hv71198736,2019-10-30T02:45:11.790Z,"21km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.32,0.52,0.242,10,reviewed,hv,hv
2019-10-25T17:17:54.740Z,19.5135002,-155.6573334,0.03,1.81,ml,26,68,0.03026,0.27,hv,hv71197161,2019-10-25T17:23:39.320Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.52,1.2,0.27,3,automatic,hv,hv
2019-10-25T08:25:31.990Z,19.4931667,-155.652,4.41,1.46,ml,12,99,0.04835,0.08,hv,hv71196701,2019-10-25T20:12:25.710Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.51,0.89,0.028,3,reviewed,hv,hv
2019-09-27T12:49:13.320Z,19.4593334,-155.595993,0.36,1.85,md,20,64,0.009811,0.31,hv,hv71152876,2019-09-27T12:52:19.180Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.56,0.87,0.11,9,automatic,hv,hv
2019-09-22T13:29:52.030Z,19.4268333,-155.621,0.16,2.08,ml,29,114,0.02476,0.11,hv,hv71154717,2019-09-24T19:12:55.110Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.64,0.139,21,reviewed,hv,hv
2019-09-16T09:10:37.030Z,19.4725,-155.6561667,2.88,1.33,md,42,51,0.05416,0.13,hv,hv71145717,2019-09-17T00:40:20.460Z,"21km E of Honaunau-Napoopoo, Hawaii",earthquake,0.23,0.58,0.115,17,reviewed,hv,hv
2019-09-10T15:13:59.050Z,19.5095005,-155.6640015,0.29,1.74,ml,15,72,0.03671,0.16,hv,hv71134757,2019-09-10T15:19:42.400Z,"21km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.43,1,0.57,3,automatic,hv,hv
2019-09-03T08:39:23.910Z,19.4103333,-155.6386667,0.01,1.17,md,24,154,0.01289,0.11,hv,hv71122842,2019-09-04T20:07:08.470Z,"24km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.35,0.56,0.11,9,reviewed,hv,hv
2019-08-31T04:19:04.440Z,19.4276676,-155.6141663,0.29,1.73,md,12,100,0.02634,0.35,hv,hv71117472,2019-08-31T04:22:24.130Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.81,1.52,0.07,6,automatic,hv,hv
2019-08-30T15:08:40.360Z,19.5121667,-155.6623333,3.85,2.04,ml,15,74,0.03363,0.11,hv,hv71116372,2019-08-30T22:54:25.720Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.44,0.74,0.171,3,reviewed,hv,hv
2019-08-30T00:25:16.340Z,19.4285,-155.6306667,0.44,1.8,ml,35,150,0.02578,0.13,hv,hv71115317,2019-08-30T00:46:48.690Z,"24km E of Honaunau-Napoopoo, Hawaii",earthquake,0.34,0.8,0.185,11,reviewed,hv,hv
2019-08-28T06:08:55.090Z,19.4715,-155.6528333,2.51,1.77,ml,40,61,0.05116,0.14,hv,hv71111607,2019-08-28T21:00:07.850Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.72,0.092,4,reviewed,hv,hv
2019-08-27T18:36:32.480Z,19.4748333,-155.655,3.1,2.29,ml,50,64,0.05375,0.15,hv,hv71110562,2019-08-27T19:19:12.624Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.25,0.49,0.195,16,reviewed,hv,hv
2019-08-26T06:07:06.810Z,19.4746667,-155.6548333,2.87,2.18,ml,50,74,0.05397,0.12,hv,hv71108307,2019-08-26T22:12:44.660Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.22,0.46,0.166,14,reviewed,hv,hv
2019-08-23T03:44:27.210Z,19.4705,-155.6516667,2.1,2.23,ml,42,60,0.04977,0.14,hv,hv71102477,2019-08-23T20:53:47.070Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.21,0.66,0.161,14,reviewed,hv,hv
2019-08-22T17:29:42.140Z,19.4706667,-155.655,2.63,2.04,ml,37,82,0.05275,0.14,hv,hv71101487,2019-08-22T19:08:07.990Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.24,0.77,0.092,12,reviewed,hv,hv
2019-08-15T13:02:54.000Z,19.4256667,-155.6306667,0.07,1.68,ml,17,149,0.02299,0.08,hv,hv71088667,2019-08-15T20:51:27.550Z,"24km E of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.75,0.189,3,reviewed,hv,hv
2019-08-10T00:49:27.480Z,19.509,-155.6576667,2.68,1.81,ml,32,51,0.0345,0.12,hv,hv71081177,2019-08-10T01:29:40.800Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.28,0.53,0.163,9,reviewed,hv,hv
2019-08-07T21:29:04.100Z,19.5115,-155.6601667,3.73,2.17,ml,38,69,0.03321,0.13,hv,hv71077467,2019-08-07T21:50:44.940Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.61,0.134,5,reviewed,hv,hv
2019-08-06T12:43:52.040Z,19.5098333,-155.6603333,3.87,2.19,ml,21,52,0.03476,0.12,hv,hv71074722,2019-08-06T23:59:00.930Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.36,0.68,0.16,13,reviewed,hv,hv
2019-08-02T07:36:39.240Z,19.4175,-155.6656667,4.25,1.18,md,16,106,0.03881,0.08,hv,hv71069567,2019-08-02T22:51:10.750Z,"21km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.37,1.01,0.19,11,reviewed,hv,hv
2019-07-30T22:49:23.640Z,19.4863333,-155.6643333,3.93,2.31,ml,22,82,0.04041,0.11,hv,hv71067037,2019-07-30T23:38:21.520Z,"21km E of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.61,0.078,15,reviewed,hv,hv
2019-07-29T17:57:52.770Z,19.4266667,-155.626,0.39,1.24,md,13,145,0.02384,0.08,hv,hv71065552,2019-07-30T00:14:38.260Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.47,0.77,0.15,7,reviewed,hv,hv
2019-07-28T07:04:11.130Z,19.5148333,-155.6641667,4.13,1.45,md,57,53,0.03236,0.13,hv,hv71063412,2019-07-29T00:52:07.260Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.23,0.38,0.134,23,reviewed,hv,hv
2019-07-27T04:04:10.320Z,19.4245,-155.6235,0.47,1.3,md,20,142,0.02198,0.15,hv,hv71061747,2019-07-28T00:23:07.450Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.35,0.8,0.166,9,reviewed,hv,hv
2019-07-26T09:49:25.930Z,19.4248333,-155.6295,0.22,1.31,md,40,131,0.02205,0.11,hv,hv71060807,2019-07-26T20:10:49.680Z,"24km E of Honaunau-Napoopoo, Hawaii",earthquake,0.25,0.58,0.063,15,reviewed,hv,hv
2019-07-21T00:19:58.030Z,19.4098339,-155.6595001,0.86,1.86,ml,31,76,0.03093,0.36,hv,hv71053407,2019-07-21T00:25:38.130Z,"22km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.64,5.34,4.44,4,automatic,hv,hv
2019-07-18T00:51:19.750Z,19.4213333,-155.6638333,3.88,2.13,ml,16,105,0.03888,0.11,hv,hv71050507,2019-07-18T19:55:14.800Z,"21km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,1.17,0.061,3,reviewed,hv,hv
